place_name,id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,language
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNiNFpHMW5nRRAB,"The ground ticket we can absolutely not recommend. You walk trough a park, most of the little buildings are covered because of construction. You just have one view up to the construction. At some places you find a lot. Of trash on the ground. The little shops are closes in the morning. There is really not much to see.",a month ago,2024-09-04 11:36:55.025297,1.0,Lorena M.,12,https://www.google.com/maps/contrib/102673625814423959226/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNib2Z1dE9nEAE,"Although the temple is impressive and the guide who accompanied us was very enthusiastic, I thought the price for a foreign tourist was extremely high compared to other temples. Moreover, the tickets sold out so quickly that we had to buy them through an intermediary who arranged the tour. There doesn't seem to be any parking space so our driver had to find us at the exit. I understand that this temple has become a victim of its success. However, I wouldn't recommend a visit",a month ago,2024-09-04 11:37:01.642344,2.0,Yasmina,167,https://www.google.com/maps/contrib/116357382647224433203/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNib2JXNm5nRRAB,Bhudist temple in magelang 2 ticket offered. Only in the ground level or get in to the temple.  EV available for transport. Distance to walk might be a consideration for old,a month ago,2024-09-04 11:37:01.650344,5.0,edi Y,32,https://www.google.com/maps/contrib/117497769918135047094/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNibnRMWFNREAE,Honestly probably not worth the 3 hours of driving if you can't get a structure ticket.  Bathrooms are really bad even for Indonesia standards. When you exit you get funneled through about a kilometer and a half of tacky tourist shops all selling the same things.,a month ago,2024-09-04 11:37:01.660390,2.0,Brad Murphy,58,https://www.google.com/maps/contrib/114062779176236364668/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNiN3ZtbDdRRRAB,"Nice temple. It makes sense that the number of visitors who can climb the temple is limited. Unfortunately, tickets are often no longer available on the official website.",a month ago,2024-09-04 11:37:08.856754,4.0,Daniel Boos,46,https://www.google.com/maps/contrib/114736541115309247732/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNiN3VDR2dBRRAB,"The view is nice and the history of the temple is interesting. Our English tour guide, Mr Mirza and Ms Felin are good and professional in explaining and guiding. They deserved a 5-star review from me! Mr Mirza is talented in storytelling and I'm pretty sure you will have more understanding on Borobudur temple with his guiding. 😍😍",a month ago,2024-09-04 11:37:08.857760,5.0,Zoe Ng Yun Rou,11,https://www.google.com/maps/contrib/108925499513976855165/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNienJXOFVnEAE,"Awesome! Buy tickets in advance if you want to go to see the top, where the views must be awesome.",a month ago,2024-09-04 11:37:08.861084,5.0,Brian Pinheiro,304,https://www.google.com/maps/contrib/106311844968149086396/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNienR6a0x3EAE,"The temple itself is nice, but there are many traps. First of all, it is almost impossible to buy a ticket to the top, and not even online. Golf carts are completely useless. The exit is led by shops where you will be constantly shouted at, and I had the feeling that the main attraction are the real shopkeepers. Don't be afraid to bargain, they will be the first to propose an absolutely ridiculous price.",a month ago,2024-09-04 11:37:08.862590,3.0,Petr Jambor,254,https://www.google.com/maps/contrib/100241307929197512317/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNianJQSnF3RRAB,Big and majestic temple. It takes a lot of time to learn about the culture and explore the interesting points of this temple.,a month ago,2024-09-04 11:37:08.863415,5.0,Duc Hoang,170,https://www.google.com/maps/contrib/114763748584760583187/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNiOXJUbkVnEAE,"The borobudur site is 10 times more expensive for foreigners than for Indonesians! 2 types of tickets: the park where we see the temple from the bottom we have a crushed vision of the site which is not great and a ticket to go up to the top of the structure but all tickets are sold out on the website! There is a quota per day of 1200 people but mainly taken by the Indonesians who come en masse The visit is guided and very limited in time, it’s a bit like the tourist chain Frankly we must prefer the prambanan site which is more fluid and more beautiful in terms of experience Pass your path to borobudur It's a tourist scam The region is however very beautiful",a month ago,2024-09-04 11:37:15.750417,2.0,dany picolo,0,https://www.google.com/maps/contrib/112781264104713297203/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNiMnYzdTFBRRAB,"Definitely worth the visit but it is a cash grab. online tickets sell out fast and local tours have some sort of special access to tickets, so you are almost forced you to take a tour and get their overpriced tickets.",a month ago,2024-09-04 11:37:22.929199,4.0,Filipe Ferreira,36,https://www.google.com/maps/contrib/101495284708177765814/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNiMm9mN21BRRAB,Superb temple with its terraces.,a month ago,2024-09-04 11:37:22.933424,4.0,Ben PER,47,https://www.google.com/maps/contrib/105485953938022645798/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNibk1iZTlnRRAB,"Nice temple to visit, especially by sunrise!",a month ago,2024-09-04 11:37:36.451287,5.0,Mikołaj Gołębiewski,188,https://www.google.com/maps/contrib/100500614879330637051/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNicklUR0tnEAE,"Beautiful temple explained to us by a guide. Not so breathtaking during the day (Prambanan is definitely more beautiful), but maybe at sunrise. The tour lasted about 1 hour, then walked around a bit and took photos. The five of us spent 115 euros on this. Pretty high price for such a short time. For the price of the locals there would have been one more star.",a month ago,2024-09-04 11:37:43.482786,3.0,Beate Rewerski,0,https://www.google.com/maps/contrib/110233948867292852566/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNiek5ubDZBRRAB,"We only did a walk around the temple as for entering you need a special ticket with the guide and it was sold out. The temple is for sure impressive but if you have to choose between this one and Prambanan, I would recommend Prambanan where you can explore more freely (enter the temples without a guide).",a month ago,2024-09-04 11:37:43.485971,3.0,Florentyna Kryczka,18,https://www.google.com/maps/contrib/111292737651565875800/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNiak51ZDZRRRAB,"Disappointing. Prices for tourists are so expensive!! We ran out of tickets for the structure at 9:30 in the morning, and we paid 25 euros to just take a tour of the park in 20 minutes. Maybe it's worth it with the structure ticket but you have to come very early to hope to get one. Such a beautiful place, it's a shame to put a bullet in your foot like that. I would not recommend it to all my traveling friends. Go your way or buy your tickets in advance online and with a guide. Plus at the end you walk 30 minutes in markets and the sellers harass you. Horrible experience.",a month ago,2024-09-04 11:37:50.329922,1.0,Mlle A GUI,19,https://www.google.com/maps/contrib/115589429381335061990/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNiMk1uVjlBRRAB,"Very disappointing to come here. Not because of the beautiful Borobudur, but due to the increase of tourism and the prices. Nowadays, you cannot even go up to the temple due to the tickets being sold out. Moreover, the prices are ridiculous for visitors. For Europeans, it is 27 euros just to walk around in the garden and if you even have the chance to get up to the temple, then they charge an extra 25 euros. In my honest opinion, it is not worth the money..",a month ago,2024-09-04 11:38:04.330302,1.0,Jersey Lotz,0,https://www.google.com/maps/contrib/104705406443199230571/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNib0tlMFpBEAE,"The ground ticket is a total scam. If you can't get the structure ticket, avoid it! Over 400k to access the garden only. You're not allowed to enter the building. The worst part is that, in order to exit the building, you are forced to walk through thousands of souvenir shops.",a month ago,2024-09-04 11:38:11.613728,1.0,Marco Taranta,1,https://www.google.com/maps/contrib/116590103431736977951/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNib1BUY1lBEAE,An absolutely stunning place that has ab important religious and spiritual meaning. The details of the stone sculptures are also incredible!,a month ago,2024-09-04 11:38:11.614678,5.0,Tadej Pahor,0,https://www.google.com/maps/contrib/113299798532429175013/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSURyXzQzUi1nRRAB,"I searched for a structure ticket and went there at 2:30 p.m., looked around the temple with a guide until 3-4 p.m., looked around for another hour, and then came down. The time before the next team entered and the middle floors were good for taking pictures because there were not many people.  It was a cool, windy day, and there was shade so it wasn't too hot and was comfortable. It was nice that the afternoon sunlight made the temple and surroundings look even better. As soon as I put the sandals on, my feet were curled up, so I had to wear socks.",a month ago,2024-09-04 11:38:19.208427,5.0,Kumjin Kim,2,https://www.google.com/maps/contrib/110365228195804492623/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSURydi1XMjZ3RRAB,I enjoyed the sunrise from the point view over Borubudur and then off to an immersive visit to this Buddhist temple. Both are wonderful and not to be missed.,a month ago,2024-09-04 11:38:19.216889,5.0,Lorenzo Marini,150,https://www.google.com/maps/contrib/118036846877543277943/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURyNzRYLUhnEAE,The largest Buddhist temple in the world. The entrance price for foreigners is 8 times higher than for locals. Reservation required if you want a chance to go inside the temple. Be prepared for the street vendors who are numerous and very insistent at the entrance and exit....,a month ago,2024-09-04 11:38:19.220483,3.0,Vincent Basile,131,https://www.google.com/maps/contrib/105658358594349992690/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURyMS1LdmVREAE,"An absolutely outrageous price to go around a park with the temple in the middle. The monument and its history can and are interesting, but the visit and the price are not worth it (perhaps they pay the entrance to the structure there is some more experience).",a month ago,2024-09-04 11:38:27.608206,2.0,Javier Espinosa Pozo,0,https://www.google.com/maps/contrib/117049134553458218177/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURyaDg2MEtnEAE,Great historical Buddhist temple of Indonesia’s great ancient history. Sadly it was neglected for a long time and plundered by people and colonists occupiers. At one point the colonists had the gall of putting a coffee place on top of this temple. I wish they expose so called “imprudent” carvings so that people and really appreciate the true beauty of this temple.,a month ago,2024-09-04 11:38:36.294056,5.0,Bill Lopes,250,https://www.google.com/maps/contrib/103308931668089126653/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURyMl8zNER3EAE,"Tempat yg bagus untuk di kunjungi untuk melihat salah satu keajaiban dunia. My advice is to use an electric car from the starting point. The coat 20 K per person, because the distance is more than 3 km.",a month ago,2024-09-04 11:38:36.300238,5.0,Rio Nalendra,15,https://www.google.com/maps/contrib/105068942709644559966/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURyMjUyc1V3EAE,"Tourists all over, but amazingly beautiful temple",a month ago,2024-09-04 11:38:36.303424,4.0,Nele Paulissen,38,https://www.google.com/maps/contrib/101533271962155127753/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURyaTVMS0lREAE,"To go up the building, you must get a ticket to the top. It was a touching experience",a month ago,2024-09-04 11:38:43.574652,5.0,김재식,20,https://www.google.com/maps/contrib/110709473081876517817/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSURyaTlETGxRRRAB,I can only rate the experience with the ground ticket as the other one needs to be bought way in advance as it’s limited to 150 people per slot (we didn’t find a single available time slot for the next 6 days). The ground ticket was in my …,a month ago,2024-09-04 11:38:43.575811,1.0,Arno Schneider,20,https://www.google.com/maps/contrib/107466029143824755738/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURyODl2NUpREAE,"One star for free water dispensers, at least one of which wasn't broken 😉 Otherwise, as already mentioned in the other bad reviews, an absolute rip-off for foreign tourists. Above all, the ticket to just enter the complex (without the …",a month ago,2024-09-04 11:38:43.575811,1.0,S. H.,269,https://www.google.com/maps/contrib/108699640439689044943/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURyODRHekV3EAE,"Honestly, a money grabber 😂 not only does it cost €22 or €20 with some app discounts, but the basic tour does not include the summit, which you have to book online, with all tickets sold out in summer given the overcrowding of tourists . €22 per temple? Are we in Europe? This is Disneyland from Indonesia?😂😂 …",a month ago,2024-09-04 11:38:43.578436,1.0,Sergi A,46,https://www.google.com/maps/contrib/109672257327383267404/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURybmJQOVlBEAE,"Overpriced waste of money, 400000 allows you to walk around the temple which takes 20 minutes 455000 allows you access to walk on the temple but if you don't book in advance you have no chance of getting a ticket. I'd expect to pay that sort of price for admission in Australia not in Indonesia. REALLY DISAPPOINTED",a month ago,2024-09-04 11:38:43.589080,1.0,Hugh Grant,14,https://www.google.com/maps/contrib/107098768725566978209/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURyemM3SWRnEAE,Second time to spent to this temple during school holiday and enjoy sunset on the nice hill. It's Indonesia big temple and one of 7 wonders of the world. The temple is on revitalization that will place our vehicle outside the complex.,a month ago,2024-09-04 11:38:53.901975,5.0,dendi rahadianto,25,https://www.google.com/maps/contrib/102392787899444781518/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSURyNGI2RXZBRRAB,"It is important to buy tickets with access to the upper part of the temple. When we arrived they were sold out. The price of the ticket to see the outside is excessive.  The temple is impressive, it is worth it.",a month ago,2024-09-04 11:39:09.532894,4.0,Santiago Caballero,19,https://www.google.com/maps/contrib/117507769207559644408/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURyb2JYLUJnEAE,"What I liked: it felt like the place was sacred, majestic, and it was interesting to visit.  What I didn’t like: to climb the complex itself you need to buy tickets online. Since we were passing through, we were not able to buy tickets. All tickets for the next week are sold out 🤷‍♀️ sitting here and waiting is not an option. In the end, we just bought it for a walk around the temple. We have kitas, so adults 50 thousand rubles, children from 3 years old - 25 thousand rubles. 150 t.r. - great for a family. There is no parking for bikes. Apparently under construction. We parked at the main entrance of the store (on the advice of security) and arrived at 6.30 am.  About 10 people, some foreigners (Thursday). But! The entrance to the top of the complex is closed and opens at 8:30. So, in any case, meeting the sunrise is not an option. Just closed. Take it for the last session - for sunset.  The exit from the park is 1 km along the shopping arcades. Mercilessly. Fortunately, that part was closed in the morning.  And then it’s a long, long time to go looking for a place to park the bike. You can also move around the park on foot. In the morning there are no carts or rental vehicles.  Of course it was great that there were practically no people in the morning, it was cool and quite beautiful. All other issues with tickets and parking are just some kind of misunderstanding for a place of this scale....",a month ago,2024-09-04 11:39:09.534021,5.0,Любовь Кузнецова,44,https://www.google.com/maps/contrib/107431323014602025776/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSURyenEzNWpnRRAB,"BUY TICKETS EARLY!!! N.b. there are two types of tickets: the ""ground"" ones, which allow you to enter the temple area but without going up and the ""complete"" ones which include the …",a month ago,2024-09-04 11:39:17.063637,5.0,Jacopo Burzacchi,207,https://www.google.com/maps/contrib/105573573905512868134/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSURyLXBpOXR3RRAB,Must see Borobudur Temple😘😘😘👍🏻👍🏻👍🏻 …,a month ago,2024-09-04 11:39:24.021802,5.0,TAEKWONDO INDONESIA CR87,87,https://www.google.com/maps/contrib/114941942917809749181/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURydXJIVmVnEAE,Borobudur Temple Complex in Yogyakarta is a truly remarkable and awe-inspiring destination that should be on everyone's bucket list. The complex is a UNESCO World Heritage Site and one of the most important Buddhist temples in the world. …,a month ago,2024-09-04 11:39:24.022893,5.0,Nasi Goreng,0,https://www.google.com/maps/contrib/105804238538721561539/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSURydXY3YTFRRRAB,"The most evocative temple in Indonesia. Very well maintained, visits perfectly organised. I recommend getting tickets in advance and in the coolest hours possibly because being a huge dark stone temple it is very hot",a month ago,2024-09-04 11:39:24.025561,5.0,lorenzo cosio,29,https://www.google.com/maps/contrib/107282193003051865440/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSURya3BmbnZRRRAB,The largest temple in the world and good views,a month ago,2024-09-04 11:39:31.282339,5.0,Jencarlos,0,https://www.google.com/maps/contrib/100630639940025251025/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURyckp5ZlhnEAE,World heritage well preserved now. But the way out from complex is too far. And the parking lot is far also,a month ago,2024-09-04 11:39:45.928337,5.0,lina yap,101,https://www.google.com/maps/contrib/113264515618872115713/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURycElyTUFnEAE,Very impressive temple with a very knowledgeable tour lasting about an hour in relatively small groups. Entrance fee including guide and sandals is 400K. But it's really worth it.,a month ago,2024-09-04 11:39:53.230250,5.0,Ralf Guinet,277,https://www.google.com/maps/contrib/112887022794307332632/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURycEpDbUxREAE,The Borobudur Temple itself is magnificent and there is a lot to see. The only problem that can occur is that you might be assigned an inefficient guide (if you buy the ticket to visit the top of the temple structure). The guide assigned to …,a month ago,2024-09-04 11:39:53.233397,5.0,Dharshani Lakmali Jayasinghe,87,https://www.google.com/maps/contrib/102435285704809327828/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURyeExXNk9BEAE,We bought VIP ticket from the hotel Manohara (650k) which allowed us to walk on the structure with an interesting guide.,a month ago,2024-09-04 11:39:53.234417,5.0,Corentin Wallon,24,https://www.google.com/maps/contrib/103788965050262151145/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURydVBfN2VREAE,"I read other reviews that you can buy tickets to the summit on-site, but the on-site counter said that the tickets to the summit are sold out online, and they are not sold out today, but tomorrow, the day after tomorrow, and the day after …",a month ago,2024-09-04 11:40:00.556435,5.0,CHIEN CHENGCHUNG,47,https://www.google.com/maps/contrib/105620847769594255624/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURybVBMMU53EAE,"Majestic Buddhist temple The ground temple ticket is a bit excessive to just go around the temple, but since you don't have to climb the structure, you shouldn't miss it. …",a month ago,2024-09-04 11:40:16.193512,5.0,Anne Simonin-Baronnet,51,https://www.google.com/maps/contrib/100520305940833456545/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSURycUxpdl9BRRAB,This happened during a study tour,a month ago,2024-09-04 11:40:24.037111,4.0,Tasya Eka Rachmawati (Aca),18,https://www.google.com/maps/contrib/103609239155971310231/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSURyME1hMjZnRRAB,"They give you a guided tour with the entrance to the structure, it is worth it, they are very well organized and the views from above the temple are beautiful. Buy tickets in advance, especially in the summer.",a month ago,2024-09-04 11:40:32.173526,5.0,Patri,6,https://www.google.com/maps/contrib/114424783938306918838/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSURyME9pU1lBEAE,"The place is of course nothing to sleep on, BUT consider: the price - its really just this one temple, with strict path and really small garden, and if you dont book the temple structure ticket hmm, not much to see …",a month ago,2024-09-04 11:40:32.174532,3.0,Patrik Sokola,0,https://www.google.com/maps/contrib/110639845893164678844/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNyNy1fRWZREAE,"Wonderfully restored ancient Buddhist temple. Over 1,300 years old. I last saw in 1976,and the restoration, guided tours and museum all add great information and educational value. …",a month ago,2024-09-04 11:40:48.644081,5.0,J Cory (J C),53,https://www.google.com/maps/contrib/109962843551045621753/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNybDltRThRRRAB,"Foreigner to pay 400k while locals pay 50k  Not even to go up or even first structure, it’s insane. …",a month ago,2024-09-04 11:41:05.460417,1.0,Michael Tri Wijaya,0,https://www.google.com/maps/contrib/100241029718016755125/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNyeDYzX09nEAE,Dreadful tourist trap. A maze of stalls with no chair and very tight winding path to walk on. Horrible rude people who shove their unwanted wares in your bag and then extort your money with threats. If management doesn't do anything about this it's basically allowing crime to happen. Will never come back even if someone paid me to.,a month ago,2024-09-04 11:41:05.463364,1.0,Sausa Sekhanya,0,https://www.google.com/maps/contrib/101005826465903537700/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNydV9iZVRnEAE,"Beautiful And religious place located in the Borobudur District,Central Java Ps to All visitors of borobudur you are required to register and pay ONLINE by using the Borobudur website on Google,also you can select your hourly visit there too ! Enjoy",a month ago,2024-09-04 11:41:05.485062,5.0,BIMO SATRIYO NUGROHO,16,https://www.google.com/maps/contrib/115490339008532191889/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNyMjRPM1J3EAE,If,a month ago,2024-09-04 11:41:14.153937,5.0,Gutomo Saputro,0,https://www.google.com/maps/contrib/100813498131237619003/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNyNjUtMkxREAE,"Disappointing... We come to Yogyakarta especially for this temple. 1h30 drive from Yogyakarta, by taxi. …",a month ago,2024-09-04 11:41:23.483281,1.0,Tinchant Lionel,0,https://www.google.com/maps/contrib/113280600696695885237/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNyODV6QWtRRRAB,Top,a month ago,2024-09-04 11:41:23.488047,5.0,Dily Marutarza,0,https://www.google.com/maps/contrib/104298347598166123228/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNyODVqY0h3EAE,"The temple itself is worth seeing, but less impressive than expected. The organization around it, however, is really bad. The price for foreigners is definitely too high for what you get. The entry time slot is 90 minutes, of which 30 …",a month ago,2024-09-04 11:41:23.490880,2.0,Alexander Kluge,20,https://www.google.com/maps/contrib/104768561046402261346/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNyNmVtcmFBEAE,Entrance fee for tourist is around $30usd Avoid coming on Monday coz the upper section will be close for cleaning. Spectacular and amazing view. Well preserved piece of historical landmark. Loved it,a month ago,2024-09-04 11:41:32.692088,3.0,nik hamid,23,https://www.google.com/maps/contrib/108909232650795702227/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNydzlIVlpREAE,A must see historical relic.,a month ago,2024-09-04 11:41:32.704775,5.0,Digital Concepts,141,https://www.google.com/maps/contrib/110132822330279013153/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNyX2FmcGh3RRAB,It's very crowded but it was definitely worth it! It was crazy!!,a month ago,2024-09-04 11:41:32.708181,5.0,nadine buehler,25,https://www.google.com/maps/contrib/106408380134465127620/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNyX1pHUzZ3RRAB,"Steep price, not easily reached by public transport, a very long way through stalls all selling the same stuff to get to the exit. The temple itself is of course beautiful",a month ago,2024-09-04 11:41:41.901837,3.0,ihate thenet,182,https://www.google.com/maps/contrib/103026936029285399161/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNyX1lTT0t3EAE,"This UNESCO world heritage site is stupendous, and so beautiful and serene when you reach the top. …",a month ago,2024-09-04 11:41:41.903993,4.0,SRJ,22,https://www.google.com/maps/contrib/100152327344672920661/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNyM2ZQN0VBEAE,Superb as always,a month ago,2024-09-04 11:41:41.909351,5.0,roisnahrudin,118,https://www.google.com/maps/contrib/115104922670237751415/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNybmZTLWVBEAE,"Mandatory place on your visit to Jogyakarta, just don't forget to buy your tickets in advance, since you may be left without access to climb the steps to the different levels",a month ago,2024-09-04 11:41:51.173122,5.0,ARMANDO ESPINOSA,186,https://www.google.com/maps/contrib/101698062181518863312/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNyN2ZUTHRnRRAB,Simply magical. Consider buying tickets to be able to climb to the top of the stupa a week before.,a month ago,2024-09-04 11:41:51.177443,5.0,Lole,96,https://www.google.com/maps/contrib/105520954874720060368/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNydGJla0F3EAE,We had tickets taken in advance with the guide who spoke English well so no waiting. Truly a beautiful temple! The photos that can be taken are endless and at sunset …,a month ago,2024-09-04 11:42:00.468788,5.0,Gianluca Rossi,83,https://www.google.com/maps/contrib/105136470076918239755/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNyNWJYcVVREAE,The largest Buddhist temple in the world and a marvel of ancient architecture. Built with over 2 million volcanic stones. Monday is the weekly cleaning day so the main temple is closed and only allowed in the lower level.,a month ago,2024-09-04 11:42:09.931138,5.0,Emad Karim,348,https://www.google.com/maps/contrib/105082890333440597819/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNycGRyVDJRRRAB,"I do not recommend because the place is no longer interesting! Price from 400,000",a month ago,2024-09-04 11:42:09.934657,1.0,chemsou chemsou,4,https://www.google.com/maps/contrib/105053692638596282498/reviews?hl=en,NULL,en
Borobudur Temple,ChZDSUhNMG9nS0VJQ0FnSUNycFpLRVRREAE,"Price 400,000 rupees No interest Big disappointment since the temple closed. You walk around for 10 minutes and …",a month ago,2024-09-04 11:42:09.936668,1.0,didi ai,6,https://www.google.com/maps/contrib/109483070420277777804/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNyMmJUdTNnRRAB,"The last time we visited this temple was in 2012. Back then, there was only one type of ticket available. Now, there are two separate tickets. One ticket, costing 50k (adult) for locals or KITAP holders, and 25k for kids, grants access to …",a month ago,2024-09-04 11:42:29.724335,5.0,Anna Biris,76,https://www.google.com/maps/contrib/107883917177947091431/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNyd2RXVjdBRRAB,Eyelas extension Nails art Smothing …,a month ago,2024-09-04 11:43:01.510211,5.0,Cocom Samudra,8,https://www.google.com/maps/contrib/103774209321917153178/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNycnZHRV9nRRAB,Very nice experience visiting this holy establishment. Everyone must make an effort to be there at least once in their lifetime.,a month ago,2024-09-04 11:43:18.944414,5.0,Bambang Irawan,7,https://www.google.com/maps/contrib/103753714709753633193/reviews?hl=en,NULL,en
Borobudur Temple,ChdDSUhNMG9nS0VJQ0FnSUNyNnMteDZBRRAB,Thank you,a month ago,2024-09-04 11:43:54.257140,5.0,Hamdi Mukhtar,2,https://www.google.com/maps/contrib/118029490799937421923/reviews?hl=en,NULL,en
